an;mois;nation_2;engin;pecherie_2;espece;poids
2019;1;Chinoise;---;Peche hauturiere cephalopodes;Calamar;3168
2019;1;Chinoise;---;Peche hauturiere cephalopodes;Divers Pélagiques;900
2019;1;Chinoise;---;Peche hauturiere cephalopodes;Poulpe;3072
2019;1;Chinoise;---;Peche hauturiere cephalopodes;Seiche;482
2019;1;Chinoise;120;Peche hauturiere cephalopodes;Calamar;120
2019;1;Chinoise;120;Peche hauturiere cephalopodes;Divers Pélagiques;20
2019;1;Chinoise;120;Peche hauturiere cephalopodes;Poulpe;210
2019;1;Chinoise;120;Peche hauturiere cephalopodes;Seiche;60
2019;1;Chinoise;120;Peche hauturiere cephalopodes;Volute;60
2019;1;Chinoise;CHALU;Peche hauturiere cephalopodes;Calamar;400
2019;1;Chinoise;CHALU;Peche hauturiere cephalopodes;Poulpe;200
2019;1;Chinoise;CHALU;Peche hauturiere cephalopodes;Seiche;400
2019;1;Chinoise;chalut;Peche hauturiere cephalopodes;Calamar;2592
2019;1;Chinoise;chalut;Peche hauturiere cephalopodes;Divers Pélagiques;838
2019;1;Chinoise;chalut;Peche hauturiere cephalopodes;Poulpe;3026
2019;1;Chinoise;chalut;Peche hauturiere cephalopodes;Seiche;388
2019;1;Chinoise;CHALUT;Peche hauturiere cephalopodes;Calamar;41382
2019;1;Chinoise;CHALUT;Peche hauturiere cephalopodes;Divers Pélagiques;20365
2019;1;Chinoise;CHALUT;Peche hauturiere cephalopodes;Poulpe;49994
2019;1;Chinoise;CHALUT;Peche hauturiere cephalopodes;Seiche;17236
2019;1;Chinoise;CHALUT;Peche hauturiere cephalopodes;St pierre;400
2019;1;Chinoise;CHALUT;Peche hauturiere cephalopodes;Volute;3140
2019;1;Chinoise;CHALUTE;Peche hauturiere cephalopodes;Calamar;2460
2019;1;Chinoise;CHALUTE;Peche hauturiere cephalopodes;Divers Pélagiques;1576
2019;1;Chinoise;CHALUTE;Peche hauturiere cephalopodes;Poulpe;3435
2019;1;Chinoise;CHALUTE;Peche hauturiere cephalopodes;Seiche;1285
2019;1;Chinoise;CHLUT;Peche hauturiere cephalopodes;Divers Pélagiques;100
2019;1;Chinoise;CHLUT;Peche hauturiere cephalopodes;Poulpe;400
2019;1;CHINOISE;chalut;Peche hauturiere cephalopodes;Calamar;100
2019;1;CHINOISE;chalut;Peche hauturiere cephalopodes;Divers Pélagiques;100
2019;1;CHINOISE;chalut;Peche hauturiere cephalopodes;Poulpe;800
2019;1;CHINOISE;chalut;Peche hauturiere cephalopodes;Seiche;400
2019;1;CHINOISE;CHALUT;Peche hauturiere cephalopodes;Calamar;7516
2019;1;CHINOISE;CHALUT;Peche hauturiere cephalopodes;Divers Pélagiques;1614
2019;1;CHINOISE;CHALUT;Peche hauturiere cephalopodes;Poulpe;11182
2019;1;CHINOISE;CHALUT;Peche hauturiere cephalopodes;Seiche;3230
2019;1;CHINOISE;HALUT;Peche hauturiere cephalopodes;Calamar;736
2019;1;CHINOISE;HALUT;Peche hauturiere cephalopodes;Divers Pélagiques;210
2019;1;CHINOISE;HALUT;Peche hauturiere cephalopodes;Poulpe;1170
2019;1;CHINOISE;HALUT;Peche hauturiere cephalopodes;Seiche;252
2019;1;Indonesienne;CASIER;Peche hauturiere cephalopodes;Autres poissons démersaux;15
2019;1;Indonesienne;CASIER;Peche hauturiere cephalopodes;Calamar;15
2019;1;Indonesienne;CASIER;Peche hauturiere cephalopodes;Poulpe;15
2019;1;Indonesienne;CHALUT;Peche cotiere cephalopodes;Poulpe;530
2019;1;Indonesienne;CHALUT;Peche hauturiere cephalopodes;Autres poissons démersaux;7170
2019;1;Indonesienne;CHALUT;Peche hauturiere cephalopodes;Calamar;5955
2019;1;Indonesienne;CHALUT;Peche hauturiere cephalopodes;Poulpe;1680
2019;1;Indonesienne;CHALUT;Peche hauturiere cephalopodes;Seiche;1005
2019;1;Indonesienne;CHALUT;Peche hauturiere cephalopodes;St pierre;555
2019;1;Indonesienne;CHALUTE;Peche hauturiere cephalopodes;Autres poissons démersaux;2220
2019;1;Indonesienne;CHALUTE;Peche hauturiere cephalopodes;Calamar;2235
2019;1;Indonesienne;CHALUTE;Peche hauturiere cephalopodes;Poulpe;405
2019;1;Indonesienne;CHALUTE;Peche hauturiere cephalopodes;Seiche;480
2019;1;Indonesienne;CHALUTE;Peche hauturiere cephalopodes;St pierre;45
2019;1;mauritanienne;CHALUT;Peche hauturiere cephalopodes;Autres poissons démersaux;1110
2019;1;mauritanienne;CHALUT;Peche hauturiere cephalopodes;Calamar;6180
2019;1;mauritanienne;CHALUT;Peche hauturiere cephalopodes;Cherne;60
2019;1;mauritanienne;CHALUT;Peche hauturiere cephalopodes;Dorades;720
2019;1;mauritanienne;CHALUT;Peche hauturiere cephalopodes;Poulpe;1730
2019;1;mauritanienne;CHALUT;Peche hauturiere cephalopodes;Seiche;250
2019;1;mauritanienne;CHALUT;Peche hauturiere cephalopodes;Soles;80
2019;1;mauritanienne;CHALUT;Peche hauturiere cephalopodes;St pierre;480
2019;1;Mauritanienne;-;Peche cotiere cephalopodes;Autres poissons démersaux;4440
2019;1;Mauritanienne;1120;Peche hauturiere cephalopodes;Calamar;81
2019;1;Mauritanienne;1120;Peche hauturiere cephalopodes;Poulpe;60
2019;1;Mauritanienne;12;Peche hauturiere cephalopodes;Poulpe;120
2019;1;Mauritanienne;12;Peche hauturiere cephalopodes;Seiche;54
2019;1;Mauritanienne;12;Peche hauturiere cephalopodes;Volute;50
2019;1;Mauritanienne;120;Peche hauturiere cephalopodes;Autres poissons démersaux;12340
2019;1;Mauritanienne;120;Peche hauturiere cephalopodes;Calamar;284602
2019;1;Mauritanienne;120;Peche hauturiere cephalopodes;Divers Pélagiques;5816
2019;1;Mauritanienne;120;Peche hauturiere cephalopodes;Dorades;16567
2019;1;Mauritanienne;120;Peche hauturiere cephalopodes;Merlu;715
2019;1;Mauritanienne;120;Peche hauturiere cephalopodes;Poulpe;171863
2019;1;Mauritanienne;120;Peche hauturiere cephalopodes;Seiche;153533
2019;1;Mauritanienne;120;Peche hauturiere cephalopodes;Soles;976
2019;1;Mauritanienne;120;Peche hauturiere cephalopodes;St pierre;2568
2019;1;Mauritanienne;120;Peche hauturiere cephalopodes;Volute;47860
2019;1;Mauritanienne;1201;Peche hauturiere cephalopodes;Calamar;729
2019;1;Mauritanienne;1201;Peche hauturiere cephalopodes;Poulpe;420
2019;1;Mauritanienne;1201;Peche hauturiere cephalopodes;Seiche;324
2019;1;Mauritanienne;1202;Peche hauturiere cephalopodes;Calamar;108
2019;1;Mauritanienne;1202;Peche hauturiere cephalopodes;Poulpe;30
2019;1;Mauritanienne;1202;Peche hauturiere cephalopodes;Seiche;81
2019;1;Mauritanienne;12020;Peche hauturiere cephalopodes;Calamar;27
2019;1;Mauritanienne;12020;Peche hauturiere cephalopodes;Poulpe;30
2019;1;Mauritanienne;12020;Peche hauturiere cephalopodes;Seiche;27
2019;1;Mauritanienne;1220;Peche hauturiere cephalopodes;Calamar;54
2019;1;Mauritanienne;1220;Peche hauturiere cephalopodes;Poulpe;30
2019;1;Mauritanienne;1220;Peche hauturiere cephalopodes;Seiche;81
2019;1;Mauritanienne;2;Peche hauturiere cephalopodes;Poulpe;840
2019;1;Mauritanienne;2;Peche hauturiere cephalopodes;Soles;40
2019;1;Mauritanienne;20;Peche hauturiere cephalopodes;Calamar;351
2019;1;Mauritanienne;20;Peche hauturiere cephalopodes;Poulpe;90
2019;1;Mauritanienne;20;Peche hauturiere cephalopodes;Seiche;324
2019;1;Mauritanienne;212;Peche hauturiere cephalopodes;Calamar;159
2019;1;Mauritanienne;212;Peche hauturiere cephalopodes;Poulpe;30
2019;1;Mauritanienne;212;Peche hauturiere cephalopodes;Seiche;54
2019;1;Mauritanienne;3;Peche hauturiere cephalopodes;Poulpe;210
2019;1;Mauritanienne;AHALU;Peche hauturiere cephalopodes;Calamar;100
2019;1;Mauritanienne;AHALU;Peche hauturiere cephalopodes;Seiche;40
2019;1;Mauritanienne;ALUTE;Peche hauturiere cephalopodes;Calamar;135
2019;1;Mauritanienne;ALUTE;Peche hauturiere cephalopodes;Poulpe;60
2019;1;Mauritanienne;ALUTE;Peche hauturiere cephalopodes;Seiche;81
2019;1;Mauritanienne;CCHALUT;Peche hauturiere cephalopodes;Calamar;90
2019;1;Mauritanienne;CCHALUT;Peche hauturiere cephalopodes;Divers Pélagiques;60
2019;1;Mauritanienne;CCHALUT;Peche hauturiere cephalopodes;Poulpe;730
2019;1;Mauritanienne;CHALU;Peche hauturiere cephalopodes;Calamar;5040
2019;1;Mauritanienne;CHALU;Peche hauturiere cephalopodes;Poulpe;2543
2019;1;Mauritanienne;CHALU;Peche hauturiere cephalopodes;Seiche;1760
2019;1;Mauritanienne;CHALU;Peche hauturiere cephalopodes;Soles;40
2019;1;Mauritanienne;CHALUE;Peche hauturiere cephalopodes;Poulpe;46
2019;1;Mauritanienne;CHALUE;Peche hauturiere cephalopodes;Seiche;40
2019;1;Mauritanienne;chalut;Peche hauturiere cephalopodes;Autres poissons démersaux;660
2019;1;Mauritanienne;chalut;Peche hauturiere cephalopodes;Calamar;2780
2019;1;Mauritanienne;chalut;Peche hauturiere cephalopodes;Dorades;20
2019;1;Mauritanienne;chalut;Peche hauturiere cephalopodes;Poulpe;6753
2019;1;Mauritanienne;chalut;Peche hauturiere cephalopodes;Seiche;1004
2019;1;Mauritanienne;chalut;Peche hauturiere cephalopodes;Soles;140
2019;1;Mauritanienne;CHALUT;Peche cotiere cephalopodes;Autres poissons démersaux;39730
2019;1;Mauritanienne;CHALUT;Peche cotiere cephalopodes;Poulpe;2760
2019;1;Mauritanienne;CHALUT;Peche hauturiere cephalopodes;Autres crustacés;107
2019;1;Mauritanienne;CHALUT;Peche hauturiere cephalopodes;Autres poissons démersaux;213100
2019;1;Mauritanienne;CHALUT;Peche hauturiere cephalopodes;Calamar;397222
2019;1;Mauritanienne;CHALUT;Peche hauturiere cephalopodes;Cherne;1871
2019;1;Mauritanienne;CHALUT;Peche hauturiere cephalopodes;Courbines;87
2019;1;Mauritanienne;CHALUT;Peche hauturiere cephalopodes;Divers Pélagiques;40157
2019;1;Mauritanienne;CHALUT;Peche hauturiere cephalopodes;Dorades;64785
2019;1;Mauritanienne;CHALUT;Peche hauturiere cephalopodes;Langoustino;20
2019;1;Mauritanienne;CHALUT;Peche hauturiere cephalopodes;Merlu;105
2019;1;Mauritanienne;CHALUT;Peche hauturiere cephalopodes;Poulpe;393464
2019;1;Mauritanienne;CHALUT;Peche hauturiere cephalopodes;Seiche;180160
2019;1;Mauritanienne;CHALUT;Peche hauturiere cephalopodes;Soles;14161
2019;1;Mauritanienne;CHALUT;Peche hauturiere cephalopodes;St pierre;11065
2019;1;Mauritanienne;CHALUT;Peche hauturiere cephalopodes;Volute;25812
2019;1;Mauritanienne;CHALUT2;Peche hauturiere cephalopodes;Autres poissons démersaux;16
2019;1;Mauritanienne;CHALUT2;Peche hauturiere cephalopodes;Calamar;72
2019;1;Mauritanienne;CHALUT2;Peche hauturiere cephalopodes;Dorades;304
2019;1;Mauritanienne;CHALUT2;Peche hauturiere cephalopodes;Poulpe;264
2019;1;Mauritanienne;CHALUT2;Peche hauturiere cephalopodes;Seiche;18
2019;1;Mauritanienne;CHALUT2;Peche hauturiere cephalopodes;Soles;128
2019;1;Mauritanienne;CHALUTc;Peche hauturiere cephalopodes;Calamar;120
2019;1;Mauritanienne;CHALUTc;Peche hauturiere cephalopodes;Poulpe;15
2019;1;Mauritanienne;CHALUTC;Peche hauturiere cephalopodes;Calamar;40
2019;1;Mauritanienne;CHALUTC;Peche hauturiere cephalopodes;Dorades;48
2019;1;Mauritanienne;CHALUTC;Peche hauturiere cephalopodes;Poulpe;121
2019;1;Mauritanienne;CHALUTC;Peche hauturiere cephalopodes;Soles;144
2019;1;Mauritanienne;CHALUTcccccccccccc;Peche hauturiere cephalopodes;Calamar;40
2019;1;Mauritanienne;CHALUTE;Peche hauturiere cephalopodes;Autres poissons démersaux;1900
2019;1;Mauritanienne;CHALUTE;Peche hauturiere cephalopodes;Calamar;14093
2019;1;Mauritanienne;CHALUTE;Peche hauturiere cephalopodes;Cherne;85
2019;1;Mauritanienne;CHALUTE;Peche hauturiere cephalopodes;Courbines;40
2019;1;Mauritanienne;CHALUTE;Peche hauturiere cephalopodes;Dorades;1745
2019;1;Mauritanienne;CHALUTE;Peche hauturiere cephalopodes;Merlu;20
2019;1;Mauritanienne;CHALUTE;Peche hauturiere cephalopodes;Poulpe;7279
2019;1;Mauritanienne;CHALUTE;Peche hauturiere cephalopodes;Seiche;4810
2019;1;Mauritanienne;CHALUTE;Peche hauturiere cephalopodes;Soles;20
2019;1;Mauritanienne;CHALUTE;Peche hauturiere cephalopodes;St pierre;270
2019;1;Mauritanienne;chf;Peche hauturiere cephalopodes;Poulpe;405
2019;1;Mauritanienne;CHF;Peche hauturiere cephalopodes;Autres poissons démersaux;1350
2019;1;Mauritanienne;CHF;Peche hauturiere cephalopodes;Dorades;20
2019;1;Mauritanienne;CHLU;Peche hauturiere cephalopodes;Calamar;100
2019;1;Mauritanienne;CHLU;Peche hauturiere cephalopodes;Poulpe;30
2019;1;Mauritanienne;CHLU;Peche hauturiere cephalopodes;Seiche;40
2019;1;Mauritanienne;NASSE;Peche cotiere cephalopodes;Poulpe;2120
2019;1;Mauritanienne;NASSES;Peche cotiere cephalopodes;Poulpe;1670
2019;1;MAURITANIENNE;0;Peche hauturiere cephalopodes;Poulpe;60
2019;1;MAURITANIENNE;10;Peche hauturiere cephalopodes;Calamar;243
2019;1;MAURITANIENNE;10;Peche hauturiere cephalopodes;Poulpe;90
2019;1;MAURITANIENNE;10;Peche hauturiere cephalopodes;Seiche;135
2019;1;MAURITANIENNE;110;Peche hauturiere cephalopodes;Calamar;460
2019;1;MAURITANIENNE;110;Peche hauturiere cephalopodes;Poulpe;272
2019;1;MAURITANIENNE;110;Peche hauturiere cephalopodes;Seiche;80
2019;1;MAURITANIENNE;12;Peche hauturiere cephalopodes;Poulpe;90
2019;1;MAURITANIENNE;12;Peche hauturiere cephalopodes;St pierre;20
2019;1;MAURITANIENNE;120;Peche hauturiere cephalopodes;Autres crustacés;560
2019;1;MAURITANIENNE;120;Peche hauturiere cephalopodes;Autres poissons démersaux;8095
2019;1;MAURITANIENNE;120;Peche hauturiere cephalopodes;Calamar;340259
2019;1;MAURITANIENNE;120;Peche hauturiere cephalopodes;Divers Pélagiques;4620
2019;1;MAURITANIENNE;120;Peche hauturiere cephalopodes;Dorades;3760
2019;1;MAURITANIENNE;120;Peche hauturiere cephalopodes;Poulpe;237107
2019;1;MAURITANIENNE;120;Peche hauturiere cephalopodes;Seiche;192112
2019;1;MAURITANIENNE;120;Peche hauturiere cephalopodes;Soles;8040
2019;1;MAURITANIENNE;120;Peche hauturiere cephalopodes;St pierre;2155
2019;1;MAURITANIENNE;120;Peche hauturiere cephalopodes;Volute;87025
2019;1;MAURITANIENNE;120120;Peche hauturiere cephalopodes;Calamar;297
2019;1;MAURITANIENNE;120120;Peche hauturiere cephalopodes;Poulpe;240
2019;1;MAURITANIENNE;120120;Peche hauturiere cephalopodes;Seiche;324
2019;1;MAURITANIENNE;120120;Peche hauturiere cephalopodes;St pierre;60
2019;1;MAURITANIENNE;120120;Peche hauturiere cephalopodes;Volute;125
2019;1;MAURITANIENNE;1250120;Peche hauturiere cephalopodes;Calamar;189
2019;1;MAURITANIENNE;1250120;Peche hauturiere cephalopodes;Poulpe;30
2019;1;MAURITANIENNE;1250120;Peche hauturiere cephalopodes;Seiche;27
2019;1;MAURITANIENNE;2;Peche hauturiere cephalopodes;Calamar;1140
2019;1;MAURITANIENNE;2;Peche hauturiere cephalopodes;Divers Pélagiques;500
2019;1;MAURITANIENNE;2;Peche hauturiere cephalopodes;Dorades;240
2019;1;MAURITANIENNE;2;Peche hauturiere cephalopodes;Poulpe;300
2019;1;MAURITANIENNE;2;Peche hauturiere cephalopodes;Seiche;567
2019;1;MAURITANIENNE;2;Peche hauturiere cephalopodes;Soles;40
2019;1;MAURITANIENNE;2;Peche hauturiere cephalopodes;Volute;50
2019;1;MAURITANIENNE;20;Peche hauturiere cephalopodes;Calamar;108
2019;1;MAURITANIENNE;20;Peche hauturiere cephalopodes;Poulpe;30
2019;1;MAURITANIENNE;20;Peche hauturiere cephalopodes;Seiche;27
2019;1;MAURITANIENNE;201;Peche hauturiere cephalopodes;Calamar;135
2019;1;MAURITANIENNE;201;Peche hauturiere cephalopodes;Poulpe;120
2019;1;MAURITANIENNE;201;Peche hauturiere cephalopodes;Seiche;27
2019;1;MAURITANIENNE;220;Peche hauturiere cephalopodes;Calamar;27
2019;1;MAURITANIENNE;220;Peche hauturiere cephalopodes;Poulpe;60
2019;1;MAURITANIENNE;220;Peche hauturiere cephalopodes;Seiche;27
2019;1;MAURITANIENNE;70;Peche hauturiere cephalopodes;Autres poissons démersaux;640
2019;1;MAURITANIENNE;70;Peche hauturiere cephalopodes;Calamar;800
2019;1;MAURITANIENNE;70;Peche hauturiere cephalopodes;Langoustino;20
2019;1;MAURITANIENNE;70;Peche hauturiere cephalopodes;Poulpe;18120
2019;1;MAURITANIENNE;70;Peche hauturiere cephalopodes;Soles;40
2019;1;MAURITANIENNE;70;Peche hauturiere cephalopodes;St pierre;60
2019;1;MAURITANIENNE;77;Peche hauturiere cephalopodes;Poulpe;90
2019;1;MAURITANIENNE;ALUTE;Peche hauturiere cephalopodes;Calamar;780
2019;1;MAURITANIENNE;ALUTE;Peche hauturiere cephalopodes;Poulpe;620
2019;1;MAURITANIENNE;ALUTE;Peche hauturiere cephalopodes;Seiche;312
2019;1;MAURITANIENNE;C;Peche hauturiere cephalopodes;Calamar;20
2019;1;MAURITANIENNE;C;Peche hauturiere cephalopodes;Poulpe;23
2019;1;MAURITANIENNE;C;Peche hauturiere cephalopodes;Seiche;20
2019;1;MAURITANIENNE;CASEIR;Peche hauturiere cephalopodes;Calamar;140
2019;1;MAURITANIENNE;CASEIR;Peche hauturiere cephalopodes;Poulpe;90
2019;1;MAURITANIENNE;CASEIR;Peche hauturiere cephalopodes;Seiche;26
2019;1;MAURITANIENNE;CHALU;Peche hauturiere cephalopodes;Calamar;2720
2019;1;MAURITANIENNE;CHALU;Peche hauturiere cephalopodes;Poulpe;2112
2019;1;MAURITANIENNE;CHALU;Peche hauturiere cephalopodes;Seiche;1190
2019;1;MAURITANIENNE;CHALUC;Peche hauturiere cephalopodes;Calamar;80
2019;1;MAURITANIENNE;CHALUC;Peche hauturiere cephalopodes;Poulpe;120
2019;1;MAURITANIENNE;CHALUC;Peche hauturiere cephalopodes;Seiche;20
2019;1;MAURITANIENNE;CHALUE;Peche hauturiere cephalopodes;Calamar;120
2019;1;MAURITANIENNE;CHALUE;Peche hauturiere cephalopodes;Poulpe;47
2019;1;MAURITANIENNE;chalut;Peche hauturiere cephalopodes;Autres poissons démersaux;160
2019;1;MAURITANIENNE;chalut;Peche hauturiere cephalopodes;Calamar;3712
2019;1;MAURITANIENNE;chalut;Peche hauturiere cephalopodes;Dorades;180
2019;1;MAURITANIENNE;chalut;Peche hauturiere cephalopodes;Merlu;78
2019;1;MAURITANIENNE;chalut;Peche hauturiere cephalopodes;Poulpe;12877
2019;1;MAURITANIENNE;chalut;Peche hauturiere cephalopodes;Seiche;1080
2019;1;MAURITANIENNE;chalut;Peche hauturiere cephalopodes;Soles;40
2019;1;MAURITANIENNE;chalut;Peche hauturiere cephalopodes;St pierre;980
2019;1;MAURITANIENNE;CHALUT;Peche hauturiere cephalopodes;Autres crustacés;1900
2019;1;MAURITANIENNE;CHALUT;Peche hauturiere cephalopodes;Autres poissons démersaux;63818
2019;1;MAURITANIENNE;CHALUT;Peche hauturiere cephalopodes;Calamar;147076
2019;1;MAURITANIENNE;CHALUT;Peche hauturiere cephalopodes;Cherne;112
2019;1;MAURITANIENNE;CHALUT;Peche hauturiere cephalopodes;Courbines;240
2019;1;MAURITANIENNE;CHALUT;Peche hauturiere cephalopodes;Divers Pélagiques;1470
2019;1;MAURITANIENNE;CHALUT;Peche hauturiere cephalopodes;Dorades;25426
2019;1;MAURITANIENNE;CHALUT;Peche hauturiere cephalopodes;Merlu;3692
2019;1;MAURITANIENNE;CHALUT;Peche hauturiere cephalopodes;Poulpe;377393
2019;1;MAURITANIENNE;CHALUT;Peche hauturiere cephalopodes;Raies;40
2019;1;MAURITANIENNE;CHALUT;Peche hauturiere cephalopodes;Seiche;52463
2019;1;MAURITANIENNE;CHALUT;Peche hauturiere cephalopodes;Soles;19784
2019;1;MAURITANIENNE;CHALUT;Peche hauturiere cephalopodes;St pierre;20462
2019;1;MAURITANIENNE;CHALUT;Peche hauturiere cephalopodes;Volute;2895
2019;1;MAURITANIENNE;CHALUT2;Peche hauturiere cephalopodes;Calamar;20
2019;1;MAURITANIENNE;CHALUT2;Peche hauturiere cephalopodes;Poulpe;120
2019;1;MAURITANIENNE;CHALUT8;Peche hauturiere cephalopodes;Calamar;20
2019;1;MAURITANIENNE;CHALUT8;Peche hauturiere cephalopodes;Poulpe;23
2019;1;MAURITANIENNE;CHALUTc;Peche hauturiere cephalopodes;Poulpe;30
2019;1;MAURITANIENNE;CHALUTC;Peche hauturiere cephalopodes;Calamar;714
2019;1;MAURITANIENNE;CHALUTC;Peche hauturiere cephalopodes;Poulpe;533
2019;1;MAURITANIENNE;CHALUTC;Peche hauturiere cephalopodes;Seiche;114
2019;1;MAURITANIENNE;CHALUTCHALUT;Peche hauturiere cephalopodes;Calamar;60
2019;1;MAURITANIENNE;CHALUTCHALUT;Peche hauturiere cephalopodes;Poulpe;90
2019;1;MAURITANIENNE;CHALUTE;Peche hauturiere cephalopodes;Autres poissons démersaux;220
2019;1;MAURITANIENNE;CHALUTE;Peche hauturiere cephalopodes;Calamar;21028
2019;1;MAURITANIENNE;CHALUTE;Peche hauturiere cephalopodes;Dorades;350
2019;1;MAURITANIENNE;CHALUTE;Peche hauturiere cephalopodes;Poulpe;15809
2019;1;MAURITANIENNE;CHALUTE;Peche hauturiere cephalopodes;Seiche;5632
2019;1;MAURITANIENNE;CHALUTE;Peche hauturiere cephalopodes;Soles;100
2019;1;MAURITANIENNE;CHALUTE;Peche hauturiere cephalopodes;St pierre;190
2019;1;MAURITANIENNE;CHALUTE;Peche hauturiere cephalopodes;Volute;40
2019;1;MAURITANIENNE;CHARUT;Peche hauturiere cephalopodes;Calamar;1040
2019;1;MAURITANIENNE;CHARUT;Peche hauturiere cephalopodes;Poulpe;467
2019;1;MAURITANIENNE;CHARUT;Peche hauturiere cephalopodes;Seiche;440
2019;1;MAURITANIENNE;HALUT;Peche hauturiere cephalopodes;Calamar;60
2019;1;MAURITANIENNE;HALUT;Peche hauturiere cephalopodes;Poulpe;30
2019;1;Senegalaise;chaliit;Peche hauturiere cephalopodes;Autres poissons démersaux;2025
2019;1;Senegalaise;chaliit;Peche hauturiere cephalopodes;Calamar;378
2019;1;Senegalaise;chaliit;Peche hauturiere cephalopodes;Cherne;15
2019;1;Senegalaise;chaliit;Peche hauturiere cephalopodes;Courbines;105
2019;1;Senegalaise;chaliit;Peche hauturiere cephalopodes;Dorades;690
2019;1;Senegalaise;chaliit;Peche hauturiere cephalopodes;Poulpe;2800
2019;1;Senegalaise;chaliit;Peche hauturiere cephalopodes;Seiche;54
2019;1;Senegalaise;chaliit;Peche hauturiere cephalopodes;Soles;232
2019;1;Senegalaise;chaliit;Peche hauturiere cephalopodes;St pierre;180
2019;1;Senegalaise;chaliit;Peche hauturiere cephalopodes;Volute;4590
2019;1;Senegalaise;chalut;Peche hauturiere cephalopodes;Autres poissons démersaux;27258
2019;1;Senegalaise;chalut;Peche hauturiere cephalopodes;Calamar;2178
2019;1;Senegalaise;chalut;Peche hauturiere cephalopodes;Cherne;90
2019;1;Senegalaise;chalut;Peche hauturiere cephalopodes;Courbines;480
2019;1;Senegalaise;chalut;Peche hauturiere cephalopodes;Dorades;2595
2019;1;Senegalaise;chalut;Peche hauturiere cephalopodes;Poulpe;28940
2019;1;Senegalaise;chalut;Peche hauturiere cephalopodes;Seiche;306
2019;1;Senegalaise;chalut;Peche hauturiere cephalopodes;Soles;1073
2019;1;Senegalaise;chalut;Peche hauturiere cephalopodes;St pierre;2015
2019;1;Senegalaise;chalut;Peche hauturiere cephalopodes;Volute;2040
2019;1;Senegalaise;CHALUT;Peche hauturiere cephalopodes;Autres poissons démersaux;23520
2019;1;Senegalaise;CHALUT;Peche hauturiere cephalopodes;Calamar;270
2019;1;Senegalaise;CHALUT;Peche hauturiere cephalopodes;Cherne;30
2019;1;Senegalaise;CHALUT;Peche hauturiere cephalopodes;Courbines;135
2019;1;Senegalaise;CHALUT;Peche hauturiere cephalopodes;Dorades;4275
2019;1;Senegalaise;CHALUT;Peche hauturiere cephalopodes;Poulpe;340
2019;1;Senegalaise;CHALUT;Peche hauturiere cephalopodes;Soles;32
2019;1;Senegalaise;CHALUT;Peche hauturiere cephalopodes;St pierre;315
2019;1;Turque;120;Peche hauturiere cephalopodes;Calamar;105
2019;1;Turque;120;Peche hauturiere cephalopodes;Divers Pélagiques;285
2019;1;Turque;120;Peche hauturiere cephalopodes;Dorades;510
2019;1;Turque;120;Peche hauturiere cephalopodes;Poulpe;555
2019;1;Turque;120;Peche hauturiere cephalopodes;Seiche;30
2019;1;Turque;120;Peche hauturiere cephalopodes;St pierre;3180
2019;1;Turque;CHALUT;Peche hauturiere cephalopodes;Autres poissons démersaux;5505
2019;1;Turque;CHALUT;Peche hauturiere cephalopodes;Calamar;5509
2019;1;Turque;CHALUT;Peche hauturiere cephalopodes;Cherne;1090
2019;1;Turque;CHALUT;Peche hauturiere cephalopodes;Courbines;35
2019;1;Turque;CHALUT;Peche hauturiere cephalopodes;Divers Pélagiques;12735
2019;1;Turque;CHALUT;Peche hauturiere cephalopodes;Dorades;10995
2019;1;Turque;CHALUT;Peche hauturiere cephalopodes;Poulpe;5655
2019;1;Turque;CHALUT;Peche hauturiere cephalopodes;Seiche;673
2019;1;Turque;CHALUT;Peche hauturiere cephalopodes;Soles;60
2019;1;Turque;CHALUT;Peche hauturiere cephalopodes;St pierre;5690
2019;1;Turque;CHALUTE;Peche hauturiere cephalopodes;Calamar;135
2019;1;Turque;CHALUTE;Peche hauturiere cephalopodes;Divers Pélagiques;850
2019;1;Turque;CHALUTE;Peche hauturiere cephalopodes;Poulpe;15
2019;1;Turque;CHALUTE;Peche hauturiere cephalopodes;St pierre;30
2019;1;TURQUE;CHALUT;Peche hauturiere cephalopodes;Calamar;3465
2019;1;TURQUE;CHALUT;Peche hauturiere cephalopodes;Cherne;240
2019;1;TURQUE;CHALUT;Peche hauturiere cephalopodes;Divers Pélagiques;6975
2019;1;TURQUE;CHALUT;Peche hauturiere cephalopodes;Dorades;3040
2019;1;TURQUE;CHALUT;Peche hauturiere cephalopodes;Poulpe;3060
2019;1;TURQUE;CHALUT;Peche hauturiere cephalopodes;Seiche;300
2019;1;TURQUE;CHALUT;Peche hauturiere cephalopodes;St pierre;6840
2019;2;Chinoise;---;Peche hauturiere cephalopodes;Calamar;225
2019;2;Chinoise;---;Peche hauturiere cephalopodes;Divers Pélagiques;192
2019;2;Chinoise;---;Peche hauturiere cephalopodes;Poulpe;285
2019;2;Chinoise;---;Peche hauturiere cephalopodes;Seiche;60
2019;2;Chinoise;chalut;Peche hauturiere cephalopodes;Calamar;3449
2019;2;Chinoise;chalut;Peche hauturiere cephalopodes;Divers Pélagiques;4398
